education,joiningyear,city,paymenttier,age,gender,everbenched,experienceincurrentdomain,offtime,employeeid,department
Bachelors,2017,Lalpur,3,41,Female,No,4,6,EMP3705,IT
Masters,2015,Ratu road ,3,36,Male,No,0,12,EMP3706,Finance
Bachelors,2017,Ratu road ,3,35,Male,No,2,1,EMP3707,Sales
Masters,2017,kanke,2,36,Male,No,2,7,EMP3708,HR
Masters,2017,Ratu road ,1,34,Male,No,1,9,EMP3709,IT
Bachelors,2015,Ratu road ,3,36,Male,No,3,9,EMP3710,Sales
Bachelors,2017,Lalpur,2,33,Male,No,3,12,EMP3711,HR
Masters,2018,kanke,3,38,Male,No,2,10,EMP3712,Finance
PHD,2013,kanke,3,35,Female,Yes,3,6,EMP3713,Marketing
Bachelors,2015,kanke,2,37,Female,No,3,6,EMP3714,Marketing
Bachelors,2017,Ratu road ,3,31,Male,No,0,4,EMP3715,Finance
Bachelors,2017,Lalpur,2,40,Female,No,2,11,EMP3716,IT
Bachelors,2015,Lalpur,3,32,Female,No,3,12,EMP3717,HR
Bachelors,2015,Ratu road ,3,35,Male,Yes,2,8,EMP3718,Finance
Bachelors,2012,Ratu road ,3,38,Male,Yes,0,5,EMP3719,IT
Bachelors,2015,Lalpur,2,36,Female,No,0,7,EMP3720,Finance
Masters,2015,Lalpur,3,36,Male,No,3,12,EMP3721,IT
Masters,2014,kanke,3,32,Female,No,5,6,EMP3722,IT
Bachelors,2018,Lalpur,2,37,Female,No,0,6,EMP3723,Marketing
Bachelors,2018,Lalpur,3,35,Female,No,0,6,EMP3724,IT
Bachelors,2015,Lalpur,1,36,Female,No,4,3,EMP3725,Sales
Bachelors,2015,kanke,2,34,Female,No,5,10,EMP3726,Marketing
Masters,2017,kanke,2,35,Female,No,0,12,EMP3727,Finance
Masters,2017,kanke,2,38,Female,No,5,2,EMP3728,Finance
Bachelors,2015,Lalpur,2,39,Female,No,5,12,EMP3729,Marketing
Bachelors,2012,Lalpur,2,32,Female,No,5,5,EMP3730,IT
Bachelors,2015,Ratu road ,3,39,Male,No,2,5,EMP3731,Marketing
Bachelors,2015,Ratu road ,3,39,Male,No,2,10,EMP3732,Finance
Masters,2017,Lalpur,2,37,Male,No,2,11,EMP3733,Sales
Bachelors,2015,Ratu road ,3,32,Female,No,5,12,EMP3734,Marketing
Bachelors,2017,kanke,2,38,Male,No,0,1,EMP3735,Sales
Bachelors,2012,Lalpur,2,36,Female,No,5,10,EMP3736,HR
Masters,2016,Ratu road ,1,37,Male,No,2,10,EMP3737,IT
Bachelors,2017,Lalpur,3,32,Male,No,4,5,EMP3738,HR
Masters,2017,kanke,3,37,Male,No,2,8,EMP3739,Marketing
Bachelors,2016,kanke,3,33,Male,No,2,9,EMP3740,IT
Bachelors,2016,Ratu road ,3,39,Male,No,4,10,EMP3741,Finance
Bachelors,2012,Ratu road ,3,35,Male,No,1,7,EMP3742,Sales
Masters,2015,Lalpur,3,39,Male,No,5,6,EMP3743,IT
Bachelors,2015,Ratu road ,3,34,Male,No,0,4,EMP3744,Marketing
Masters,2017,kanke,2,33,Male,No,4,6,EMP3745,IT
Bachelors,2012,Ratu road ,3,33,Male,No,1,0,EMP3746,Finance
Bachelors,2015,kanke,3,31,Male,No,0,12,EMP3747,IT
PHD,2016,Lalpur,3,31,Female,No,4,12,EMP3748,Sales
Bachelors,2015,Ratu road ,3,37,Female,No,4,1,EMP3749,Sales
Bachelors,2012,Ratu road ,3,33,Male,No,0,8,EMP3750,Marketing
Bachelors,2017,Lalpur,3,31,Male,No,0,5,EMP3751,Sales
Bachelors,2017,Ratu road ,3,41,Female,No,2,0,EMP3752,Sales
Masters,2017,Lalpur,2,39,Male,No,2,8,EMP3753,Sales
Masters,2013,kanke,3,32,Male,No,2,3,EMP3754,Sales
Bachelors,2016,Lalpur,3,37,Male,No,3,11,EMP3755,HR
Bachelors,2014,Ratu road ,3,37,Male,No,1,8,EMP3756,Sales
Bachelors,2017,Lalpur,2,34,Female,No,3,1,EMP3757,Finance
Bachelors,2017,kanke,2,31,Male,No,2,4,EMP3758,HR
Bachelors,2014,Lalpur,2,34,Female,Yes,1,4,EMP3759,Finance
Bachelors,2012,Ratu road ,3,38,Female,No,5,7,EMP3760,HR
Bachelors,2013,Ratu road ,3,37,Female,No,1,7,EMP3761,Sales
Bachelors,2015,Lalpur,1,34,Female,No,3,9,EMP3762,Finance
Bachelors,2015,Ratu road ,3,33,Male,No,2,6,EMP3763,IT
Bachelors,2016,Ratu road ,3,37,Male,No,4,2,EMP3764,IT
Bachelors,2016,Ratu road ,3,41,Male,No,4,8,EMP3765,Finance
Bachelors,2012,Ratu road ,1,38,Female,No,1,8,EMP3766,IT
Bachelors,2016,Lalpur,3,40,Male,No,5,5,EMP3767,Marketing
Bachelors,2017,kanke,3,33,Female,No,1,1,EMP3768,Finance
Bachelors,2016,kanke,3,33,Male,No,1,4,EMP3769,Marketing
Masters,2013,kanke,3,37,Male,Yes,2,7,EMP3770,HR
Bachelors,2017,kanke,2,36,Female,No,2,12,EMP3771,Finance
Bachelors,2012,Ratu road ,3,36,Female,No,5,8,EMP3772,HR
Bachelors,2015,Ratu road ,3,41,Male,No,1,8,EMP3773,HR
Masters,2014,kanke,3,40,Male,No,5,7,EMP3774,HR
Bachelors,2016,Ratu road ,3,36,Female,No,0,8,EMP3775,HR
Masters,2017,Ratu road ,2,41,Male,Yes,2,10,EMP3776,Sales
Bachelors,2015,Lalpur,3,33,Male,No,5,3,EMP3777,IT
Masters,2017,kanke,2,37,Female,No,2,4,EMP3778,HR
Bachelors,2017,kanke,2,33,Male,No,0,3,EMP3779,Finance
Bachelors,2014,Ratu road ,3,40,Female,No,4,2,EMP3780,HR
Masters,2018,kanke,3,36,Male,No,2,3,EMP3781,HR
Bachelors,2018,Ratu road ,3,40,Male,Yes,3,4,EMP3782,Finance
Masters,2018,Ratu road ,3,40,Male,No,2,12,EMP3783,IT
Bachelors,2014,Ratu road ,3,34,Male,No,3,12,EMP3784,HR
Bachelors,2012,Lalpur,3,39,Male,No,5,0,EMP3785,IT
Bachelors,2017,Lalpur,2,33,Male,No,1,3,EMP3786,HR
Bachelors,2016,Ratu road ,3,37,Male,No,2,9,EMP3787,Marketing
Bachelors,2012,kanke,3,40,Male,No,3,2,EMP3788,Sales
Bachelors,2018,Ratu road ,3,38,Male,No,1,8,EMP3789,Sales
Bachelors,2016,Ratu road ,3,40,Male,Yes,1,2,EMP3790,Marketing
Bachelors,2014,kanke,3,38,Female,No,0,12,EMP3791,Sales
Bachelors,2016,Ratu road ,3,34,Male,Yes,1,1,EMP3792,Sales
Masters,2016,kanke,3,37,Female,No,3,3,EMP3793,IT
Bachelors,2015,Ratu road ,3,40,Male,No,5,0,EMP3794,HR
Bachelors,2015,kanke,3,40,Female,No,1,6,EMP3795,HR
Masters,2016,Ratu road ,3,37,Male,No,2,4,EMP3796,Marketing
Bachelors,2016,Lalpur,2,37,Female,No,3,7,EMP3797,Sales
Bachelors,2013,Lalpur,3,32,Male,No,1,11,EMP3798,IT
Masters,2017,kanke,1,35,Male,No,5,12,EMP3799,Marketing
Bachelors,2016,Ratu road ,1,38,Male,No,3,5,EMP3800,IT
Bachelors,2017,Lalpur,3,34,Female,No,1,1,EMP3801,Finance
Bachelors,2014,Ratu road ,3,32,Male,No,2,9,EMP3802,Sales
Bachelors,2013,Ratu road ,3,37,Male,No,5,2,EMP3803,HR
Bachelors,2017,kanke,2,37,Male,No,4,0,EMP3804,Marketing
Bachelors,2014,Ratu road ,3,35,Male,No,2,5,EMP3805,Marketing
Bachelors,2016,Ratu road ,3,40,Male,No,0,6,EMP3806,Sales
Bachelors,2012,Ratu road ,3,40,Male,Yes,2,3,EMP3807,Sales
Bachelors,2015,Ratu road ,3,39,Female,No,3,3,EMP3808,IT
Masters,2013,kanke,3,41,Female,No,2,7,EMP3809,Marketing
Bachelors,2015,Ratu road ,3,34,Female,No,4,9,EMP3810,Sales
Bachelors,2012,kanke,3,34,Female,No,4,6,EMP3811,Finance
Bachelors,2013,Lalpur,2,36,Male,No,2,3,EMP3812,HR
Masters,2016,kanke,3,39,Female,No,1,4,EMP3813,Sales
Bachelors,2014,kanke,3,41,Male,No,5,11,EMP3814,Finance
Bachelors,2015,Ratu road ,3,40,Male,No,0,5,EMP3815,Marketing
Bachelors,2017,Ratu road ,3,34,Female,No,5,9,EMP3816,IT
Bachelors,2013,Ratu road ,3,31,Male,No,2,11,EMP3817,HR
Bachelors,2012,Lalpur,3,40,Male,No,3,2,EMP3818,Marketing
Bachelors,2013,Lalpur,3,32,Male,No,5,7,EMP3819,Finance
Bachelors,2018,Lalpur,3,38,Male,No,3,11,EMP3820,IT
Bachelors,2016,Ratu road ,3,40,Male,No,3,3,EMP3821,Finance
PHD,2013,Ratu road ,3,41,Male,No,4,0,EMP3822,Sales
Bachelors,2014,Ratu road ,3,36,Female,No,0,10,EMP3823,HR
Bachelors,2015,Lalpur,2,33,Female,Yes,3,9,EMP3824,Sales
Bachelors,2016,kanke,3,37,Male,No,3,11,EMP3825,Marketing
Bachelors,2015,Lalpur,3,38,Male,No,4,9,EMP3826,Finance
Bachelors,2017,Ratu road ,3,32,Male,No,4,3,EMP3827,Sales
Bachelors,2017,Lalpur,3,33,Male,No,1,0,EMP3828,HR
Bachelors,2015,Ratu road ,3,38,Male,No,5,0,EMP3829,IT
Bachelors,2015,Lalpur,3,40,Female,No,5,4,EMP3830,HR
Bachelors,2014,Ratu road ,3,35,Male,Yes,0,3,EMP3831,Marketing
Masters,2016,kanke,3,37,Female,No,5,10,EMP3832,IT
Bachelors,2016,Ratu road ,3,37,Male,Yes,2,1,EMP3833,Marketing
Bachelors,2015,Ratu road ,3,36,Male,No,2,11,EMP3834,Finance
Bachelors,2017,Ratu road ,3,33,Female,No,4,12,EMP3835,Sales
Bachelors,2014,Lalpur,2,36,Female,No,3,5,EMP3836,HR
Bachelors,2016,Lalpur,3,32,Male,No,3,12,EMP3837,Marketing
Bachelors,2017,Ratu road ,3,35,Female,No,1,5,EMP3838,Sales
Bachelors,2014,Lalpur,2,34,Female,No,2,10,EMP3839,Marketing
Masters,2017,Lalpur,2,40,Male,No,5,8,EMP3840,Finance
Bachelors,2016,Ratu road ,3,37,Female,No,4,9,EMP3841,Finance
Bachelors,2015,Ratu road ,1,36,Male,No,1,4,EMP3842,IT
Bachelors,2012,Lalpur,3,41,Female,No,1,0,EMP3843,HR
Bachelors,2016,Lalpur,3,36,Male,No,0,0,EMP3844,IT
Bachelors,2017,Ratu road ,3,31,Female,No,2,5,EMP3845,IT
Bachelors,2017,Lalpur,3,31,Male,No,3,9,EMP3846,Marketing
Bachelors,2014,Lalpur,3,33,Male,No,2,2,EMP3847,Sales
Bachelors,2017,Ratu road ,3,35,Male,Yes,0,10,EMP3848,Sales
PHD,2016,kanke,3,34,Male,No,1,7,EMP3849,Finance
Bachelors,2014,Ratu road ,3,39,Female,No,4,6,EMP3850,Marketing
Masters,2015,Ratu road ,3,31,Male,No,1,0,EMP3851,Sales
Bachelors,2015,Lalpur,3,32,Female,No,0,0,EMP3852,Finance
Bachelors,2017,Ratu road ,3,33,Male,No,0,1,EMP3853,HR
Bachelors,2014,Ratu road ,3,34,Male,Yes,1,8,EMP3854,Marketing
Masters,2014,Lalpur,3,39,Male,No,2,3,EMP3855,Sales
Bachelors,2017,kanke,2,41,Female,No,2,2,EMP3856,Marketing
Bachelors,2017,kanke,2,34,Male,No,2,5,EMP3857,HR
Bachelors,2013,Ratu road ,3,36,Female,No,5,2,EMP3858,HR
Bachelors,2015,Lalpur,2,39,Female,No,5,0,EMP3859,Marketing
Bachelors,2012,Lalpur,3,37,Male,No,5,9,EMP3860,IT
Bachelors,2016,Ratu road ,3,36,Male,No,4,3,EMP3861,Sales
Bachelors,2014,kanke,3,38,Female,No,1,1,EMP3862,Finance
Bachelors,2017,Ratu road ,3,38,Female,No,3,0,EMP3863,IT
Masters,2016,kanke,3,37,Female,No,2,10,EMP3864,IT
Bachelors,2012,Ratu road ,3,34,Male,No,2,7,EMP3865,Sales
Bachelors,2015,Ratu road ,3,31,Male,No,2,1,EMP3866,Sales
Bachelors,2015,Lalpur,2,32,Female,No,2,3,EMP3867,HR
Masters,2018,kanke,3,35,Male,No,2,0,EMP3868,HR
Bachelors,2017,Ratu road ,3,31,Male,Yes,2,5,EMP3869,Finance
Bachelors,2015,Ratu road ,1,32,Male,Yes,0,11,EMP3870,Sales
Bachelors,2015,Ratu road ,3,31,Female,No,5,9,EMP3871,Finance
Bachelors,2018,Ratu road ,3,37,Male,No,5,6,EMP3872,Finance
PHD,2018,kanke,3,40,Male,No,3,6,EMP3873,Finance
Bachelors,2015,Ratu road ,1,41,Male,No,1,2,EMP3874,HR
Bachelors,2017,Lalpur,3,34,Male,No,5,3,EMP3875,Finance
Bachelors,2014,Ratu road ,3,36,Male,Yes,3,0,EMP3876,Marketing
Bachelors,2013,Lalpur,3,35,Male,No,1,7,EMP3877,Marketing
Masters,2017,kanke,3,38,Female,No,3,10,EMP3878,HR
Bachelors,2017,Ratu road ,3,33,Male,No,1,4,EMP3879,Sales
Bachelors,2014,Ratu road ,3,38,Female,No,2,12,EMP3880,Finance
Bachelors,2018,Ratu road ,3,38,Male,No,1,4,EMP3881,IT
Bachelors,2017,Lalpur,2,40,Male,No,4,8,EMP3882,Finance
Bachelors,2013,kanke,3,39,Male,No,5,12,EMP3883,HR
Bachelors,2014,kanke,3,33,Female,No,4,8,EMP3884,IT
Bachelors,2015,Lalpur,3,32,Female,No,3,6,EMP3885,Marketing
Bachelors,2013,Ratu road ,3,39,Male,No,2,1,EMP3886,Marketing
Bachelors,2015,Ratu road ,3,38,Female,No,4,2,EMP3887,IT
Bachelors,2013,Ratu road ,3,38,Male,No,2,2,EMP3888,Finance
Bachelors,2017,Ratu road ,3,35,Male,No,0,12,EMP3889,HR
Bachelors,2017,Lalpur,3,31,Female,No,0,6,EMP3890,Marketing
Bachelors,2017,Ratu road ,3,41,Male,No,5,6,EMP3891,Marketing
Bachelors,2013,kanke,3,38,Female,No,4,4,EMP3892,HR
Bachelors,2016,Ratu road ,3,40,Male,Yes,1,6,EMP3893,Sales
Bachelors,2018,Ratu road ,3,36,Female,No,2,0,EMP3894,Marketing
PHD,2013,kanke,3,36,Male,No,3,2,EMP3895,Marketing
Bachelors,2014,Lalpur,3,41,Male,No,4,5,EMP3896,Finance
Bachelors,2014,Ratu road ,3,35,Male,Yes,1,8,EMP3897,Finance
Bachelors,2017,Ratu road ,3,38,Male,No,5,11,EMP3898,HR
Bachelors,2017,kanke,2,41,Female,No,0,1,EMP3899,Marketing
Bachelors,2012,Ratu road ,1,34,Male,No,0,11,EMP3900,Sales
Bachelors,2016,Ratu road ,3,39,Female,No,3,3,EMP3901,Marketing
Bachelors,2014,Ratu road ,3,37,Male,No,5,5,EMP3902,Sales
Bachelors,2015,Lalpur,2,39,Female,Yes,0,1,EMP3903,Marketing
Bachelors,2013,Ratu road ,3,31,Male,No,2,12,EMP3904,Marketing
Masters,2012,kanke,3,34,Female,No,3,5,EMP3905,Sales
Bachelors,2015,Ratu road ,3,39,Male,No,1,8,EMP3906,Finance
Bachelors,2014,Lalpur,2,38,Female,No,3,9,EMP3907,IT
Bachelors,2012,Ratu road ,3,34,Male,No,1,4,EMP3908,HR
Bachelors,2016,Ratu road ,3,31,Female,No,2,8,EMP3909,Finance
Bachelors,2016,Ratu road ,3,39,Female,No,0,5,EMP3910,IT
Bachelors,2013,Ratu road ,3,31,Female,No,1,7,EMP3911,Finance
Bachelors,2012,Ratu road ,3,36,Male,No,1,8,EMP3912,Finance
Bachelors,2017,kanke,3,37,Male,No,0,11,EMP3913,Sales
Bachelors,2015,Lalpur,1,38,Female,No,1,12,EMP3914,Sales
PHD,2017,Lalpur,3,41,Male,No,2,2,EMP3915,HR
Bachelors,2018,Ratu road ,3,32,Male,No,4,4,EMP3916,Finance
Bachelors,2018,Lalpur,3,35,Male,No,0,10,EMP3917,Sales
Bachelors,2017,Ratu road ,3,35,Male,No,1,6,EMP3918,HR
Bachelors,2013,Ratu road ,3,32,Male,No,1,3,EMP3919,IT
Bachelors,2015,Ratu road ,3,31,Male,No,1,9,EMP3920,Marketing
Bachelors,2015,Ratu road ,3,41,Male,No,4,6,EMP3921,HR
Bachelors,2012,Ratu road ,3,33,Male,Yes,0,4,EMP3922,Finance
Bachelors,2012,kanke,2,38,Female,No,1,0,EMP3923,Finance
Masters,2012,Ratu road ,3,39,Female,No,3,7,EMP3924,HR
Bachelors,2015,Ratu road ,1,36,Female,No,2,6,EMP3925,Finance
Masters,2017,Ratu road ,2,31,Male,No,5,7,EMP3926,Marketing
Masters,2017,kanke,2,39,Female,No,2,6,EMP3927,Marketing
Masters,2017,kanke,3,41,Male,No,3,10,EMP3928,IT
PHD,2018,kanke,3,33,Female,No,0,8,EMP3929,Marketing
Bachelors,2015,Ratu road ,3,38,Male,No,1,1,EMP3930,Finance
Bachelors,2017,Lalpur,2,31,Male,No,0,3,EMP3931,Sales
Bachelors,2014,Ratu road ,3,34,Male,No,4,4,EMP3932,Marketing
Bachelors,2017,Ratu road ,3,40,Male,No,2,0,EMP3933,Sales
Bachelors,2012,Ratu road ,3,36,Male,No,1,2,EMP3934,IT
Bachelors,2015,Ratu road ,3,36,Female,No,2,12,EMP3935,HR
Bachelors,2017,kanke,2,41,Female,No,4,2,EMP3936,Finance
Bachelors,2017,Ratu road ,3,37,Male,No,3,5,EMP3937,Finance
Bachelors,2017,kanke,3,33,Male,No,5,11,EMP3938,Marketing
Bachelors,2017,kanke,3,41,Female,No,4,10,EMP3939,HR
Bachelors,2017,Ratu road ,3,37,Female,No,2,10,EMP3940,Marketing
Bachelors,2017,Lalpur,3,38,Male,Yes,5,6,EMP3941,HR
Bachelors,2015,Ratu road ,3,34,Male,No,2,2,EMP3942,HR
Bachelors,2017,Lalpur,3,37,Female,No,0,5,EMP3943,HR
Bachelors,2014,Ratu road ,3,34,Male,No,0,7,EMP3944,Sales
Bachelors,2012,Lalpur,3,32,Male,No,1,0,EMP3945,Marketing
Masters,2012,kanke,3,35,Female,No,4,2,EMP3946,IT
Bachelors,2013,Lalpur,3,36,Male,No,3,2,EMP3947,Sales
Bachelors,2015,Ratu road ,3,34,Female,No,2,5,EMP3948,Sales
Bachelors,2014,Ratu road ,3,37,Female,No,3,7,EMP3949,IT
Bachelors,2016,Ratu road ,3,40,Female,Yes,4,6,EMP3950,Sales
Bachelors,2014,Lalpur,3,33,Male,No,4,0,EMP3951,Sales
Bachelors,2016,Ratu road ,3,39,Female,No,4,2,EMP3952,IT
Bachelors,2012,Ratu road ,3,40,Male,No,4,0,EMP3953,Marketing
Bachelors,2013,Ratu road ,1,34,Male,No,4,5,EMP3954,Sales
Bachelors,2016,Lalpur,3,40,Male,No,5,12,EMP3955,Finance
PHD,2013,Ratu road ,3,32,Male,No,5,7,EMP3956,Finance
Bachelors,2012,Ratu road ,3,33,Male,No,1,2,EMP3957,IT
Bachelors,2017,kanke,1,31,Female,No,4,0,EMP3958,HR
Masters,2016,kanke,3,41,Female,No,4,0,EMP3959,IT
Bachelors,2016,Ratu road ,3,34,Male,No,4,10,EMP3960,IT
Bachelors,2016,Ratu road ,3,39,Male,No,7,10,EMP3961,HR
Bachelors,2014,Ratu road ,3,35,Male,No,5,11,EMP3962,Marketing
Bachelors,2016,Lalpur,3,38,Female,No,7,11,EMP3963,Marketing
Bachelors,2016,Ratu road ,3,33,Male,No,6,5,EMP3964,HR
Bachelors,2014,Lalpur,3,33,Male,No,6,9,EMP3965,Marketing
Bachelors,2012,Ratu road ,3,35,Male,No,5,2,EMP3966,Marketing
PHD,2013,kanke,3,40,Male,No,5,2,EMP3967,Sales
Bachelors,2012,Ratu road ,3,40,Female,No,5,10,EMP3968,Sales
Bachelors,2017,Ratu road ,3,39,Male,No,5,7,EMP3969,IT
Bachelors,2017,Ratu road ,3,33,Female,No,6,12,EMP3970,HR
Bachelors,2014,Ratu road ,3,32,Female,No,5,4,EMP3971,Sales
Masters,2014,Ratu road ,3,40,Female,No,7,8,EMP3972,Marketing
Bachelors,2017,kanke,2,33,Male,No,6,7,EMP3973,Marketing
Masters,2016,kanke,1,31,Female,No,5,4,EMP3974,IT
Bachelors,2013,Ratu road ,3,35,Female,No,5,7,EMP3975,Marketing
Bachelors,2014,Ratu road ,3,39,Male,No,7,7,EMP3976,Marketing
Masters,2018,Ratu road ,3,39,Female,No,6,4,EMP3977,HR
Masters,2017,Lalpur,2,38,Female,No,2,5,EMP3978,Finance
Bachelors,2012,Ratu road ,3,38,Male,No,7,5,EMP3979,Finance
Masters,2017,kanke,2,40,Female,Yes,2,1,EMP3980,IT
Bachelors,2018,Ratu road ,3,38,Male,No,6,7,EMP3981,HR
Bachelors,2013,Ratu road ,3,34,Male,No,6,11,EMP3982,HR
Bachelors,2012,Ratu road ,1,35,Male,No,7,3,EMP3983,Sales
Masters,2013,kanke,1,41,Male,No,5,3,EMP3984,IT
PHD,2014,kanke,2,37,Female,No,5,3,EMP3985,IT
Bachelors,2015,Lalpur,3,34,Male,Yes,7,11,EMP3986,Marketing
Bachelors,2014,Ratu road ,3,35,Male,Yes,5,4,EMP3987,Finance
Bachelors,2013,Ratu road ,1,38,Male,No,6,6,EMP3988,Sales
Bachelors,2016,Ratu road ,3,38,Female,No,7,3,EMP3989,Marketing
Bachelors,2015,Lalpur,2,41,Female,No,7,2,EMP3990,Finance
Bachelors,2018,Ratu road ,3,34,Male,No,5,0,EMP3991,Marketing
Bachelors,2017,Lalpur,2,22,Male,No,0,1,EMP3992,IT
Bachelors,2018,Ratu road ,2,26,Female,No,4,6,EMP3993,Sales
Bachelors,2012,Ratu road ,3,22,Male,No,0,1,EMP3994,Finance
Bachelors,2017,kanke,3,25,Female,No,3,0,EMP3995,Finance
Bachelors,2016,Ratu road ,3,29,Male,No,0,12,EMP3996,IT
Bachelors,2017,kanke,3,36,Female,No,0,10,EMP3997,Marketing
Bachelors,2014,Ratu road ,3,37,Female,No,1,0,EMP3998,Finance
Bachelors,2013,kanke,2,34,Female,No,4,4,EMP3999,IT
Bachelors,2012,Lalpur,3,34,Female,No,2,6,EMP4000,IT
Bachelors,2012,Ratu road ,3,25,Female,No,3,2,EMP4001,Marketing
Bachelors,2012,Ratu road ,3,31,Male,No,0,9,EMP4002,HR
Bachelors,2015,kanke,3,36,Female,No,2,11,EMP4003,IT
Bachelors,2016,Ratu road ,3,31,Male,Yes,5,0,EMP4004,Marketing
Bachelors,2015,Ratu road ,3,34,Male,No,4,6,EMP4005,HR
Masters,2014,kanke,3,28,Male,Yes,2,5,EMP4006,Marketing
Bachelors,2014,Ratu road ,3,28,Male,No,2,9,EMP4007,Marketing
Bachelors,2015,Ratu road ,3,31,Male,No,1,7,EMP4008,Finance
Bachelors,2017,Ratu road ,3,35,Male,No,5,11,EMP4009,IT
Bachelors,2012,Ratu road ,1,28,Female,Yes,1,6,EMP4010,Sales
Bachelors,2018,Ratu road ,3,32,Female,No,2,0,EMP4011,HR
Bachelors,2013,Ratu road ,3,23,Male,Yes,1,10,EMP4012,IT
Masters,2018,Lalpur,3,27,Male,No,5,3,EMP4013,IT
Bachelors,2017,Lalpur,3,25,Male,No,3,4,EMP4014,Sales
Masters,2017,kanke,2,31,Female,No,2,2,EMP4015,HR
PHD,2018,kanke,3,34,Male,No,0,9,EMP4016,Marketing
Bachelors,2016,Ratu road ,3,36,Female,No,2,11,EMP4017,Sales
PHD,2017,kanke,3,40,Male,No,3,12,EMP4018,IT
Masters,2012,kanke,3,34,Female,No,2,3,EMP4019,Marketing
Bachelors,2018,Ratu road ,3,37,Male,No,2,3,EMP4020,HR
Bachelors,2012,Ratu road ,3,38,Male,No,3,10,EMP4021,Marketing
Bachelors,2017,kanke,2,22,Female,No,0,4,EMP4022,IT
Bachelors,2016,Lalpur,2,36,Female,No,0,12,EMP4023,HR
Bachelors,2013,kanke,2,35,Female,No,1,3,EMP4024,Marketing
Bachelors,2012,kanke,3,22,Female,No,0,9,EMP4025,Marketing
Bachelors,2016,Ratu road ,3,22,Male,No,0,0,EMP4026,Sales
Bachelors,2012,Ratu road ,3,29,Male,No,4,12,EMP4027,IT
Bachelors,2017,Ratu road ,3,34,Male,No,5,9,EMP4028,Finance
Bachelors,2017,Ratu road ,2,23,Male,No,1,0,EMP4029,Finance
Bachelors,2014,Lalpur,2,32,Male,No,3,10,EMP4030,Sales
Bachelors,2012,Lalpur,2,26,Female,No,4,11,EMP4031,IT
Masters,2017,Ratu road ,3,38,Male,No,2,5,EMP4032,Sales
Bachelors,2014,Lalpur,3,37,Male,No,4,0,EMP4033,IT
Bachelors,2017,kanke,2,25,Female,No,3,4,EMP4034,Sales
Bachelors,2018,Lalpur,2,36,Female,No,5,4,EMP4035,IT
Bachelors,2016,Ratu road ,3,26,Female,No,4,11,EMP4036,Finance
Bachelors,2018,Lalpur,2,39,Female,No,4,11,EMP4037,IT
Bachelors,2016,Ratu road ,3,24,Male,No,2,10,EMP4038,Sales
Masters,2018,Lalpur,3,39,Male,No,2,12,EMP4039,IT
Masters,2018,kanke,3,39,Female,No,2,2,EMP4040,Finance
Bachelors,2017,kanke,2,27,Female,No,5,3,EMP4041,HR
Bachelors,2013,Ratu road ,3,36,Male,No,5,8,EMP4042,Marketing
Bachelors,2012,Ratu road ,3,24,Male,No,2,2,EMP4043,IT
Bachelors,2017,Ratu road ,3,28,Female,No,3,4,EMP4044,IT
Bachelors,2016,Ratu road ,3,24,Male,No,2,11,EMP4045,Sales
Bachelors,2014,Ratu road ,3,27,Male,No,5,5,EMP4046,HR
Bachelors,2017,kanke,3,23,Male,No,1,4,EMP4047,HR
Bachelors,2013,Ratu road ,3,30,Female,No,5,5,EMP4048,HR
Bachelors,2014,Ratu road ,3,22,Male,No,0,10,EMP4049,Marketing
Bachelors,2014,Lalpur,3,27,Male,No,5,1,EMP4050,HR
Masters,2017,kanke,3,32,Male,No,2,1,EMP4051,IT
Masters,2014,Lalpur,1,33,Female,No,1,5,EMP4052,Sales
Masters,2017,kanke,3,26,Male,No,4,8,EMP4053,Finance
Bachelors,2013,Lalpur,3,25,Female,Yes,3,11,EMP4054,IT
Masters,2017,kanke,2,23,Male,No,1,3,EMP4055,IT
Bachelors,2012,Lalpur,3,24,Male,No,2,3,EMP4056,IT
Bachelors,2014,Ratu road ,3,33,Male,No,5,2,EMP4057,HR
Masters,2018,Ratu road ,3,30,Male,Yes,2,8,EMP4058,HR
Masters,2017,kanke,2,27,Female,No,5,8,EMP4059,Sales
Bachelors,2012,Lalpur,2,31,Female,No,5,6,EMP4060,HR
Masters,2018,kanke,3,23,Female,No,1,6,EMP4061,IT
Bachelors,2015,Ratu road ,3,30,Male,No,2,5,EMP4062,Sales
Bachelors,2015,Lalpur,2,32,Female,No,2,2,EMP4063,HR
Bachelors,2013,kanke,3,26,Female,Yes,4,4,EMP4064,Finance
Masters,2017,kanke,2,35,Male,No,2,12,EMP4065,IT
Bachelors,2016,Ratu road ,1,30,Male,No,4,11,EMP4066,Marketing
Bachelors,2012,Ratu road ,3,37,Male,No,4,2,EMP4067,HR
Bachelors,2017,Ratu road ,1,34,Male,Yes,0,6,EMP4068,IT
Bachelors,2012,Ratu road ,3,38,Female,No,0,12,EMP4069,Sales
Masters,2013,kanke,2,22,Male,Yes,0,9,EMP4070,Finance
Bachelors,2015,Lalpur,1,22,Female,No,0,7,EMP4071,HR
Masters,2015,Lalpur,2,33,Female,No,2,2,EMP4072,IT
Bachelors,2015,Ratu road ,3,32,Male,No,1,3,EMP4073,Sales
Masters,2015,Lalpur,2,34,Female,No,2,9,EMP4074,IT
Bachelors,2017,Ratu road ,3,36,Female,No,1,1,EMP4075,HR
